continent,country,year,population,gdp,lifeexp,infmort,fertility
Asia,Singapore,2005,4495531,121101240197,80,2.3,1.26
Asia,Singapore,2010,5078961,165706962574,81.3,2.2,1.26
Asia,Singapore,2015,5603740,,82,2.1,1.3
Europe,Slovak Republic,1960,4137224,,70.42,33,3.09
Europe,Slovak Republic,1965,4378613,,70.39,,2.7
Europe,Slovak Republic,1970,4531874,,69.84,25,2.5
Europe,Slovak Republic,1975,4744482,,70.45,,2.5
Europe,Slovak Republic,1980,4988654,,70.58,20,2.37
Europe,Slovak Republic,1985,5157959,26285694970,70.89,19.4,2.22
Europe,Slovak Republic,1990,5277709,28171611567,71,15.6,2.04
Europe,Slovak Republic,1995,5362950,24300878165,72.4,12.6,1.63
Europe,Slovak Republic,2000,5386065,28724041828,73.3,10.2,1.27
Europe,Slovak Republic,2005,5385192,36495488121,74.3,8.4,1.24
Europe,Slovak Republic,2010,5406896,45761806914,75.7,7,1.35
Europe,Slovak Republic,2015,5426258,,77.6,5.8,1.43
Europe,Slovenia,1960,1586632,,68.62,37,2.32
Europe,Slovenia,1965,1629434,,69.14,,2.34
Europe,Slovenia,1970,1669583,,69.32,25,2.27
Europe,Slovenia,1975,1742626,,70.32,,2.21
Europe,Slovenia,1980,1835839,,70.89,16,2.04
Europe,Slovenia,1985,1945136,,71.63,12.3,1.74
Europe,Slovenia,1990,2006520,16709399038,73.7,8.8,1.47
Europe,Slovenia,1995,1991487,16155992417,74.6,6.2,1.29
Europe,Slovenia,2000,1988652,19979467790,76.1,4.5,1.21
Europe,Slovenia,2005,1996522,23866572258,77.6,3.5,1.32
Europe,Slovenia,2010,2052480,26082652065,79.5,2.7,1.48
Europe,Slovenia,2015,2067526,,80.9,2.1,1.53
Oceania,Solomon Islands,1960,117869,,50.55,131.8,6.39
Oceania,Solomon Islands,1965,136847,,53.42,103.3,6.42
Oceania,Solomon Islands,1970,160292,,56.31,76.5,6.91
Oceania,Solomon Islands,1975,193447,,59.33,55.1,7.24
Oceania,Solomon Islands,1980,230614,,61.53,41.9,6.75
Oceania,Solomon Islands,1985,270809,,60.26,35.6,6.28
Oceania,Solomon Islands,1990,311849,340865987.8,60.1,32.2,5.85
Oceania,Solomon Islands,1995,359236,500321063.3,61.1,29.1,5.2
Oceania,Solomon Islands,2000,412336,435101217.2,61.7,27.4,4.72
Oceania,Solomon Islands,2005,469306,458344309.2,61.8,27.5,4.5
Oceania,Solomon Islands,2010,526177,615526980,62.7,26.6,4.24
Oceania,Solomon Islands,2015,583591,,64,23.6,3.91
Africa,South Africa,1960,17396367,38336071006,49.01,,6.17
Africa,South Africa,1965,19813947,53347940265,50.91,,5.91
Africa,South Africa,1970,22502502,68558449204,52.77,,5.59
Africa,South Africa,1975,25698856,82009298221,54.47,86.6,5.25
Africa,South Africa,1980,29077143,95502508098,56.85,68,4.79
Africa,South Africa,1985,32983013,102149590533,59.78,55.1,4.29
Africa,South Africa,1990,36793490,110944725837,62,47.4,3.66
Africa,South Africa,1995,41426810,115811733479,62.7,48.2,3.11
Africa,South Africa,2000,44896856,132877648091,56.4,54,2.87
Africa,South Africa,2005,48352951,160367192374,52.7,51.5,2.68
Africa,South Africa,2010,51621594,187639624489,54.9,38.2,2.47
Africa,South Africa,2015,54490406,,61.3,33.6,2.34
Asia,South Korea,1960,25074028,28928298962,53.02,80.2,6.16
Asia,South Korea,1965,28392722,38544903391,56.84,61.6,5.16
Asia,South Korea,1970,31437141,63643234642,61.22,41.4,4.53
Asia,South Korea,1975,34713078,91558614219,64.26,22.8,3.62
Asia,South Korea,1980,37451085,128029123166,66.15,12.3,2.52
Asia,South Korea,1985,40501917,186569642627,68.98,8.5,1.86
Asia,South Korea,1990,42972254,295601777215,71.8,6.1,1.61
Asia,South Korea,1995,44652994,430548633258,74,4.7,1.63
Asia,South Korea,2000,46206271,533384027729,76.3,5.2,1.35
Asia,South Korea,2005,47605863,664392465835,78.7,4.8,1.2
Asia,South Korea,2010,49090041,801399964526,80.4,3.5,1.27
Asia,South Korea,2015,50293439,,81,2.9,1.36
Europe,Spain,1960,30450994,113021529146,69.23,47.7,2.77
Europe,Spain,1965,32192223,170437009179,70.95,35.6,2.83
Europe,Spain,1970,33923240,230977558793,72.19,25.5,2.87
Europe,Spain,1975,35909042,299222463974,73.49,20.4,2.75
Europe,Spain,1980,37704867,329793884331,75.53,15.3,2.22
Europe,Spain,1985,38734330,353440334465,76.34,11.4,1.63
Europe,Spain,1990,39192055,440391149059,76.9,9.3,1.34
Europe,Spain,1995,39764267,474584351741,77.9,6.9,1.21
Europe,Spain,2000,40749800,580345494748,79.2,5.4,1.22
Europe,Spain,2005,43854761,681373742384,80.3,4.8,1.35
Europe,Spain,2010,46601492,712152291146,81.8,3.9,1.46
Europe,Spain,2015,46121699,,82.6,3.5,1.53
Asia,Sri Lanka,1960,9896172,2708601390,59.76,72.7,5.54
Asia,Sri Lanka,1965,11117685,3201197958,62.07,60.4,4.96
Asia,Sri Lanka,1970,12487493,4235134591,64.69,53.6,4.34
Asia,Sri Lanka,1975,13755990,5041367314,66.76,48.7,3.78
Asia,Sri Lanka,1980,15036562,6515044619,68.97,39.4,3.41
Asia,Sri Lanka,1985,16180776,8295059639,69.97,25.2,2.9
Asia,Sri Lanka,1990,17330817,9821725438,70.5,18.1,2.48
Asia,Sri Lanka,1995,18248435,12773621865,71.7,17.2,2.29
Asia,Sri Lanka,2000,18783745,16330810304,72.4,14,2.24
Asia,Sri Lanka,2005,19526406,19838649830,73.9,12.1,2.29
Asia,Sri Lanka,2010,20201312,27030316336,75,9.4,2.34
Asia,Sri Lanka,2015,20715010,,77.6,8.4,2.31
Americas,St. Lucia,1960,89901,,56.97,,6.97
Americas,St. Lucia,1965,96303,,60.15,,6.69
Americas,St. Lucia,1970,104162,,62.47,57.5,6.1
Americas,St. Lucia,1975,109770,,65.38,36.3,5.46
Americas,St. Lucia,1980,117984,267518285.4,68.15,26.7,4.7
Americas,St. Lucia,1985,126416,299478529.7,69.7,22.2,3.89
Americas,St. Lucia,1990,138180,530024926.3,70.2,18.7,3.4
Americas,St. Lucia,1995,147040,625829659.8,71.1,16.9,2.87
Americas,St. Lucia,2000,156949,721059216.7,72,15.2,2.31
Americas,St. Lucia,2005,165407,793196038.3,73.1,14.8,2.04
Americas,St. Lucia,2010,177397,776681179.1,74.5,14.1,1.98
Americas,St. Lucia,2015,184999,,74.8,12.7,1.87
Americas,St. Vincent and the Grenadines,1960,80948,107215633,57.85,,7.22
Americas,St. Vincent and the Grenadines,1965,85972,113925535.2,62.46,,6.76
Americas,St. Vincent and the Grenadines,1970,90457,125061108,64.84,58.6,6.01
Americas,St. Vincent and the Grenadines,1975,95614,121349250.4,65.99,59,4.97
Americas,St. Vincent and the Grenadines,1980,100506,162531133.1,67.19,45.2,3.99
Americas,St. Vincent and the Grenadines,1985,104477,212063867.4,68.68,28.1,3.33
Americas,St. Vincent and the Grenadines,1990,107509,291778284.6,69.7,20.3,2.96
Americas,St. Vincent and the Grenadines,1995,108122,309736577.7,69.6,19,2.7
Americas,St. Vincent and the Grenadines,2000,107897,397447006.7,69.1,19.2,2.38
Americas,St. Vincent and the Grenadines,2005,108749,473319264.7,70.4,19.2,2.17
Americas,St. Vincent and the Grenadines,2010,109316,509682321.6,71.1,18.6,2.07
Americas,St. Vincent and the Grenadines,2015,109462,,71.2,16.6,1.95
Africa,Sudan,1960,7527450,3292300613,49.54,107.4,6.69
Africa,Sudan,1965,8738703,3643501794,51.94,99.8,6.81
Africa,Sudan,1970,10232758,3901968151,54.26,94.7,6.89
Africa,Sudan,1975,12075841,4914928084,56,91.3,6.94
Africa,Sudan,1980,14418063,5525045073,56.95,87.9,6.8
Africa,Sudan,1985,17097619,5714852211,57.81,84.6,6.47
Africa,Sudan,1990,20008804,7062040511,58.9,79.9,6.15
Africa,Sudan,1995,24691970,9059281793,60.5,74.7,5.82
Africa,Sudan,2000,28079664,12366140066,62.4,67.8,5.44
Africa,Sudan,2005,31990003,16042683061,64.6,59.9,5.04
Africa,Sudan,2010,36114885,22819076998,66.1,53.3,4.64
Africa,Sudan,2015,40234882,,67.5,47.6,4.28
Americas,Suriname,1960,289972,,60.58,,6.61
Americas,Suriname,1965,331799,,62.65,,6.3
Americas,Suriname,1970,371268,,64.66,,5.65
Americas,Suriname,1975,362651,907505602.5,66.19,,4.74
Americas,Suriname,1980,362777,927624939,67.71,40,3.92
Americas,Suriname,1985,371469,836172405.6,68.98,45.9,3.34
Americas,Suriname,1990,408276,833961022.2,69.7,40.7,2.73
Americas,Suriname,1995,445830,828162168.9,70.1,35.4,2.68
Americas,Suriname,2000,480751,892164328.2,69.7,30.2,2.74
Americas,Suriname,2005,491999,1178026322,69.9,25.8,2.52
Americas,Suriname,2010,518141,1436104191,70.7,22.1,2.35
Americas,Suriname,2015,542975,,72,19,2.22
Africa,Swaziland,1960,349233,,44.78,141.7,6.72
Africa,Swaziland,1965,391659,,46.39,131.3,6.8
Africa,Swaziland,1970,445844,257078585.9,48.79,119.3,6.88
Africa,Swaziland,1975,517100,404803396.4,51.94,101.6,6.82
Africa,Swaziland,1980,603373,470189234.8,55.31,83.8,6.66
Africa,Swaziland,1985,705492,608136990.3,58.6,65.3,6.38
Africa,Swaziland,1990,862728,1139394803,60.7,56,5.74
Africa,Swaziland,1995,963428,1324639759,59.1,68.7,4.87
Africa,Swaziland,2000,1063715,1524452437,48.8,84,4.21
Africa,Swaziland,2005,1104642,1691988459,42.5,83,3.87
Africa,Swaziland,2010,1193148,1911603442,46.4,59.1,3.56
Africa,Swaziland,2015,1286970,,51.8,44.5,3.2
Europe,Sweden,1960,7479602,85028727553,73.01,16.3,2.2
Europe,Sweden,1965,7741167,109437566536,73.85,13.7,2.41
Europe,Sweden,1970,8049049,133277251110,74.66,11.3,1.92
Europe,Sweden,1975,8192693,151421186027,74.95,8.7,1.77
Europe,Sweden,1980,8310915,161806496553,75.74,7.2,1.68
Europe,Sweden,1985,8350814,177267361611,76.72,6.4,1.74
Europe,Sweden,1990,8559107,201066288111,77.6,5.8,2.14
Europe,Sweden,1995,8826720,207977423364,78.9,4,1.73
Europe,Sweden,2000,8872284,247260155858,79.7,3.4,1.56
Europe,Sweden,2005,9030163,282364681257,80.6,3,1.79
Europe,Sweden,2010,9382297,304858727345,81.6,2.5,1.99
Europe,Sweden,2015,9779426,,82.1,2.4,1.93
Europe,Switzerland,1960,5296120,,71.46,21.6,2.52
Europe,Switzerland,1965,5829958,,72.36,18.4,2.53
Europe,Switzerland,1970,6169357,,73.18,15,2.12
Europe,Switzerland,1975,6356178,,74.86,11.2,1.67
Europe,Switzerland,1980,6303608,180443573548,75.69,8.4,1.51
Europe,Switzerland,1985,6455680,194457298196,76.99,7.3,1.54
Europe,Switzerland,1990,6673920,224773355504,77.5,6.7,1.55
Europe,Switzerland,1995,7017042,225893296078,78.5,5.2,1.52
Europe,Switzerland,2000,7165581,249918732455,79.8,4.6,1.44
Europe,Switzerland,2005,7408608,266695570076,81.3,4.3,1.43
Europe,Switzerland,2010,7830534,294748691280,82.3,3.9,1.5
Europe,Switzerland,2015,8298663,,83,3.4,1.55
Asia,Syria,1960,4592777,2203477369,52.87,121.8,7.47
Asia,Syria,1965,5398333,3105248796,55.77,96.2,7.56
Asia,Syria,1970,6378802,3678653011,59.31,75.3,7.57
Asia,Syria,1975,7564000,6859408730,62.95,59.1,7.47
Asia,Syria,1980,8956156,9481493126,66.01,46.9,7.09
Asia,Syria,1985,10667245,10947826495,68.51,37.4,6.36
Asia,Syria,1990,12451539,11771295229,70.5,30.4,5.31
Asia,Syria,1995,14331962,17257125197,72.7,24.6,4.5
Asia,Syria,2000,16354050,19325894913,74.4,19.8,3.96
Asia,Syria,2005,18132842,24589823328,75.5,16.1,3.4
Asia,Syria,2010,20720602,31197626030,76.5,13.2,3.08
Asia,Syria,2015,18502413,,68.2,11.1,2.88
Asia,Tajikistan,1960,2064035,,57.1,,6.24
Asia,Tajikistan,1965,2489648,,59.45,,6.51
Asia,Tajikistan,1970,2919586,,61.55,108,6.88
Asia,Tajikistan,1975,3412819,,63.08,106.7,6.4
Asia,Tajikistan,1980,3917642,,64.28,100.4,5.66
Asia,Tajikistan,1985,4540688,2087356037,65.55,94.9,5.49
Asia,Tajikistan,1990,5297286,2259516651,65.3,85,5.18
Asia,Tajikistan,1995,5784330,858963529.7,64.1,93,4.59
Asia,Tajikistan,2000,6186152,860550294.3,65.8,74.3,3.95
Asia,Tajikistan,2005,6805655,1393235591,68,54.1,3.64
Asia,Tajikistan,2010,7581696,1918729261,70.1,44.7,3.78
Asia,Tajikistan,2015,8481855,,72.4,38.5,3.75
Africa,Tanzania,1960,10074490,,45.57,144.3,6.81
Africa,Tanzania,1965,11683511,,47.37,137.3,6.8
Africa,Tanzania,1970,13605504,,49.53,127.6,6.77
Africa,Tanzania,1975,15980265,,52.19,118.2,6.75
Africa,Tanzania,1980,18684893,,54.29,108.9,6.65
Africa,Tanzania,1985,21842087,,55.44,106.4,6.47
Africa,Tanzania,1990,25458208,7546708701,55.2,100.4,6.21
Africa,Tanzania,1995,29903329,8248764813,53.9,95.8,5.88
Africa,Tanzania,2000,33991590,10185786171,54.3,80.3,5.69
Africa,Tanzania,2005,39065600,14317775888,57.1,58.7,5.64
Africa,Tanzania,2010,45648525,19965679449,61.4,42.4,5.43
Africa,Tanzania,2015,53470420,,64.1,35.2,5.07
Asia,Thailand,1960,27397178,8764726641,55.46,102.2,6.15
Asia,Thailand,1965,31822798,12397227908,57.8,86.8,6.13
Asia,Thailand,1970,36884914,19204716561,59.86,71.8,5.6
Asia,Thailand,1975,42334954,25393763440,62.24,57.6,4.49
Asia,Thailand,1980,47385325,37274986914,64.62,47,3.39
Asia,Thailand,1985,52041468,48596267188,68.36,38.3,2.57
Asia,Thailand,1990,56582824,79359850156,71,30.3,2.11
Asia,Thailand,1995,59266089,120005700844,70.6,23.7,1.87
Asia,Thailand,2000,62693322,122725247706,70.7,19.1,1.68
Asia,Thailand,2005,65863973,157384716142,73.1,15.3,1.54
Asia,Thailand,2010,66692024,187494613811,74.2,12.5,1.44
Asia,Thailand,2015,67959359,,74.7,10.5,1.38
Asia,Timor-Leste,1960,499525,,37.74,,6.37
Asia,Timor-Leste,1965,547035,,41.29,,6.31
Asia,Timor-Leste,1970,602737,,45.56,,5.92
Asia,Timor-Leste,1975,661634,,42.12,,4.79
Asia,Timor-Leste,1980,577580,,42.45,,4.77
Asia,Timor-Leste,1985,657018,,52.51,157,5.34
Asia,Timor-Leste,1990,740231,,58.5,132,5.34
Asia,Timor-Leste,1995,856439,,61.8,107.3,6.38
Asia,Timor-Leste,2000,847185,316200000,60.7,86.3,7.11
Asia,Timor-Leste,2005,989497,314100000,67.5,67.4,6.79
Asia,Timor-Leste,2010,1057122,480540052.4,70.8,53.1,6.24
Asia,Timor-Leste,2015,1184765,,72.4,44.7,5.6
Africa,Togo,1960,1580513,278575742,41.06,162.4,6.52
Africa,Togo,1965,1708632,449276599.6,44.43,147.7,6.79
Africa,Togo,1970,2115521,618863062.9,47.72,132.8,7.08
Africa,Togo,1975,2410446,742731379.1,50.88,119.2,7.28
Africa,Togo,1980,2720838,938860827.4,53.87,106.9,7.21
Africa,Togo,1985,3252995,922369194.7,56.39,97.1,6.87
Africa,Togo,1990,3786942,1042569469,57.8,90.2,6.33
Africa,Togo,1995,4284286,1046590558,57.6,84.2,5.73
Africa,Togo,2000,4874735,1294243543,56.7,76.2,5.29
Africa,Togo,2005,5578219,1367959503,56.8,67.4,5.01
Africa,Togo,2010,6390851,1595792895,58.7,59.3,4.79
Africa,Togo,2015,7304578,,61.5,52.3,4.51
Oceania,Tonga,1960,61600,,61.2,,7.36
Oceania,Tonga,1965,74363,,62.94,53.8,6.97
Oceania,Tonga,1970,84370,,64.58,39.6,5.94
Oceania,Tonga,1975,88347,,65.93,30.4,5.43
Oceania,Tonga,1980,93007,,67.08,24.6,5.55
Oceania,Tonga,1985,93953,140066096.5,68.27,21.4,5.13
Oceania,Tonga,1990,95152,142129676.4,69.1,18.7,4.64
Oceania,Tonga,1995,95889,171214197.7,69.6,16.2,4.45
Oceania,Tonga,2000,97898,188623258.5,69.6,15.1,4.25
Oceania,Tonga,2005,100858,208129393.6,70,14.3,4.14
Oceania,Tonga,2010,103947,210629397.2,70.7,15,3.91
Oceania,Tonga,2015,106170,,71.5,14.4,3.68
Americas,Trinidad and Tobago,1960,848481,2811586619,63.07,56.6,5.26
Americas,Trinidad and Tobago,1965,912419,3770236777,65.17,48.8,4.43
Americas,Trinidad and Tobago,1970,945996,4480022976,65.73,43.9,3.55
Americas,Trinidad and Tobago,1975,1011487,5127618868,66.83,39.5,3.31
Americas,Trinidad and Tobago,1980,1085308,7490962395,67.89,34.3,3.28
Americas,Trinidad and Tobago,1985,1170935,6686947974,68.5,29.8,3.06
Americas,Trinidad and Tobago,1990,1221904,5970341068,69.1,26.9,2.45
Americas,Trinidad and Tobago,1995,1255001,6397137667,69.3,25.6,1.96
Americas,Trinidad and Tobago,2000,1267980,8154315708,69.5,25.3,1.75
Americas,Trinidad and Tobago,2005,1296933,11973198489,71.1,23.8,1.77
Americas,Trinidad and Tobago,2010,1328095,14103533738,71.8,21,1.8
Americas,Trinidad and Tobago,2015,1360088,,72.4,18.2,1.79
Africa,Tunisia,1960,4176266,,43.2,173.4,7.04
Africa,Tunisia,1965,4545340,3737795915,47.31,155.7,7.06
Africa,Tunisia,1970,5060393,4688590613,52.94,122.2,6.44
Africa,Tunisia,1975,5652478,7022051567,58.9,94.2,5.87
Africa,Tunisia,1980,6368169,9544894532,64.41,69.2,5.35
Africa,Tunisia,1985,7321877,11720411663,68.56,53.9,4.45
Africa,Tunisia,1990,8232797,13546848859,71.8,44.3,3.54
Africa,Tunisia,1995,9113972,16375935319,72.9,35.9,2.68
Africa,Tunisia,2000,9699192,21473261837,75,26.3,2.11
Africa,Tunisia,2005,10102477,26612888891,76.2,19.6,2.03
Africa,Tunisia,2010,10639194,33161453137,77.1,14.9,2.04
Africa,Tunisia,2015,11253554,,77.6,12.1,1.97
Asia,Turkey,1960,27553280,44566050533,46.91,166,6.3
Asia,Turkey,1965,31000167,56287179430,50.96,144.1,5.95
Asia,Turkey,1970,34772031,75217752385,54.59,126.2,5.56
Asia,Turkey,1975,39185637,99684779523,58.08,108.8,5.01
Asia,Turkey,1980,43905790,112043265797,61.74,90.2,4.36
Asia,Turkey,1985,49178079,142072580798,65.15,71.5,3.7
Asia,Turkey,1990,53994605,186641240190,68.1,55.8,3.08
Asia,Turkey,1995,58522320,218601092943,70,43.1,2.72
Asia,Turkey,2000,63240157,266567531990,73.8,32.1,2.45
Asia,Turkey,2005,67860617,333040988667,76.2,23.2,2.23
Asia,Turkey,2010,72310416,389661484658,78.8,16.4,2.1
Asia,Turkey,2015,78665830,,79.2,11.6,2
Asia,Turkmenistan,1960,1593501,,54.91,,6.42
Asia,Turkmenistan,1965,1890000,,57.17,,6.62
Asia,Turkmenistan,1970,2188499,,59.15,,6.3
Asia,Turkmenistan,1975,2520002,,60.49,,5.78
Asia,Turkmenistan,1980,2861000,,61.9,96.5,5.01
Asia,Turkmenistan,1985,3229499,,63.44,81.7,4.67
Asia,Turkmenistan,1990,3668000,3820910722,63.9,72.5,4.35
Asia,Turkmenistan,1995,4188010,2381802600,63.3,71.7,3.51
Asia,Turkmenistan,2000,4501419,2904662605,63.7,66.1,2.84
Asia,Turkmenistan,2005,4747839,6281876966,65.8,57.8,2.62
Asia,Turkmenistan,2010,5041995,10397235018,68.1,50.4,2.41
Asia,Turkmenistan,2015,5373502,,70,43.7,2.27
Africa,Uganda,1960,6788211,,45.27,132.3,7
Africa,Uganda,1965,8014376,,48.49,120.9,7.09
Africa,Uganda,1970,9446024,,50.74,113.5,7.12
Africa,Uganda,1975,10827071,,51.55,118.4,7.1
Africa,Uganda,1980,12547754,,52.01,127.7,7.1
Africa,Uganda,1985,14631089,2573407279,52.09,117.2,7.1
Africa,Uganda,1990,17384369,3293065505,50.7,111.4,7.09
Africa,Uganda,1995,20412967,4620924068,48.3,101,7.02
Africa,Uganda,2000,23757636,6193246632,49.1,90,6.87
Africa,Uganda,2005,28042413,8565136257,53.5,67.6,6.58
Africa,Uganda,2010,33149417,12701095116,57.8,49.5,6.16
Africa,Uganda,2015,39032383,,61.3,37.7,5.67
Europe,Ukraine,1960,42662150,,70.88,,2.42
Europe,Ukraine,1965,45261939,,71.4,,2.03
Europe,Ukraine,1970,47086758,,70.59,27.96180937,2.05
Europe,Ukraine,1975,48758986,,69.96,25,2.03
Europe,Ukraine,1980,49968811,,69.33,23,1.98
Europe,Ukraine,1985,50920778,,69.47,19.3,2.05
Europe,Ukraine,1990,51370009,71953291930,70,16.7,1.87
Europe,Ukraine,1995,50811673,34538258871,66.5,17.5,1.41
Europe,Ukraine,2000,48746269,31261527363,67.3,15.8,1.14
Europe,Ukraine,2005,46795313,45231599857,67.1,12.5,1.26
Europe,Ukraine,2010,45647497,47514818744,70.5,10.1,1.44
Europe,Ukraine,2015,44823765,,71.5,7.7,1.49
Asia,United Arab Emirates,1960,92612,,51.85,137.3,6.93
Asia,United Arab Emirates,1965,150318,,56.87,104.4,6.84
Asia,United Arab Emirates,1970,235434,,61.08,70.9,6.61
Asia,United Arab Emirates,1975,531265,29899277858,64.3,45.9,6.01
Asia,United Arab Emirates,1980,1016789,62370744063,66.91,28.9,5.42
Asia,United Arab Emirates,1985,1350433,58162094454,68.98,19.3,5.07
Asia,United Arab Emirates,1990,1811458,66192081450,70.6,14.1,4.39
Asia,United Arab Emirates,1995,2350192,79677333794,71.9,11.2,3.39
Asia,United Arab Emirates,2000,3050128,104337375343,73.3,9.6,2.64
Asia,United Arab Emirates,2005,4481976,135460942808,75.2,8.4,2.15
Asia,United Arab Emirates,2010,8329453,158408504665,75.6,7.3,1.87
Asia,United Arab Emirates,2015,9156963,,75.4,5.9,1.77
Europe,United Kingdom,1960,52410496,525328308407,71.02,22.9,2.69
Europe,United Kingdom,1965,54278349,614919984602,71.52,20.1,2.76
Europe,United Kingdom,1970,55611401,698034860534,71.89,18,2.29
Europe,United Kingdom,1975,56179925,774506863836,72.65,15.4,1.83
Europe,United Kingdom,1980,56221513,844981955754,73.57,12,1.73
Europe,United Kingdom,1985,56415196,941301820438,74.51,9.7,1.81
Europe,United Kingdom,1990,57110117,1108373235034,75.7,7.9,1.81
Europe,United Kingdom,1995,57903790,1202368820763,76.7,6.1,1.76
Europe,United Kingdom,2000,58867004,1477200786806,77.8,5.6,1.68
Europe,United Kingdom,2005,60210012,1702001557851,79,5.1,1.76
Europe,United Kingdom,2010,62716684,1744580105045,80.2,4.4,1.9
Europe,United Kingdom,2015,64715810,,81,3.5,1.89
Americas,United States,1960,186176524,2479391093100,69.91,25.9,3.67
Americas,United States,1965,199403532,3162742602840,70.41,23.3,2.93
Americas,United States,1970,209485807,3737876871510,70.92,19.9,2.46
Americas,United States,1975,218963561,4291008838422,72.68,16,1.77
Americas,United States,1980,229588208,5142219940671,73.93,12.6,1.82
Americas,United States,1985,240691557,6028650512184,74.79,10.6,1.84
Americas,United States,1990,252847810,7063943223309,75.4,9.4,2.07
Americas,United States,1995,266275528,8001916645307,75.9,8,1.98
Americas,United States,2000,282895741,9.8988e+12,76.9,7.1,2.05
Americas,United States,2005,296139635,11146296666995,77.6,6.8,2.06
Americas,United States,2010,309876170,11547905073444,78.8,6.3,1.93
Americas,United States,2015,321773631,,79.1,5.6,1.97
Americas,Uruguay,1960,2538651,10614613898,67.95,57.7,2.88
Americas,Uruguay,1965,2694535,11102859567,68.74,52.1,2.84
Americas,Uruguay,1970,2809799,12168941584,68.88,48.6,2.9
Americas,Uruguay,1975,2830172,13112373368,69.39,49.4,2.98
Americas,Uruguay,1980,2915775,16377160977,70.6,35.5,2.72
Americas,Uruguay,1985,3011907,13508809425,71.97,25.3,2.53
Americas,Uruguay,1990,3109987,16335149465,73,20.3,2.52
Americas,Uruguay,1995,3224807,19813314465,73.4,18,2.4
Americas,Uruguay,2000,3321242,22823255806,74.6,14.6,2.24
Americas,Uruguay,2005,3325608,23032530046,75.5,12.4,2.16
Americas,Uruguay,2010,3374414,30534154733,76.2,10.6,2.08
Americas,Uruguay,2015,3431555,,76.8,8.7,2.03
Asia,Uzbekistan,1960,8789492,,59.35,,6.71
Asia,Uzbekistan,1965,10233502,,61.59,,6.75
Asia,Uzbekistan,1970,11972994,,63.54,,6.49
Asia,Uzbekistan,1975,13980997,,64.87,,5.98
Asia,Uzbekistan,1980,15951899,,66.25,91.8,5.13
Asia,Uzbekistan,1985,18174143,,67.85,68.8,4.54
Asia,Uzbekistan,1990,20515248,14043652397,67.8,58.8,4.18
Asia,Uzbekistan,1995,22687456,11390101396,66.6,57.3,3.46
Asia,Uzbekistan,2000,24518222,13760374488,67.6,52.7,2.74
Asia,Uzbekistan,2005,25922239,17905997172,68.5,45.9,2.49
Asia,Uzbekistan,2010,27739764,26896407919,70.2,39.6,2.41
Asia,Uzbekistan,2015,29893488,,71.8,33.9,2.25
Oceania,Vanuatu,1960,63701,,45.97,106.7,7.2
Oceania,Vanuatu,1965,74287,,48.87,92.8,6.73
Oceania,Vanuatu,1970,85388,,51.67,77.5,6.27
Oceania,Vanuatu,1975,99879,,54.46,64.6,5.93
Oceania,Vanuatu,1980,115634,123901258.8,57.41,52,5.58
Oceania,Vanuatu,1985,130028,180038903.5,59.87,38,5.21
Oceania,Vanuatu,1990,146633,194638259.6,61.9,29.2,4.93
Oceania,Vanuatu,1995,168236,228579532.7,62.3,25.3,4.73
Oceania,Vanuatu,2000,185058,272014693.1,62.5,23.8,4.37
Oceania,Vanuatu,2005,209375,286308873.2,62.7,23.4,3.85
Oceania,Vanuatu,2010,236299,370549549.6,63.9,23.9,3.5
Oceania,Vanuatu,2015,264652,,64.9,23.1,3.31
Americas,Venezuela,1960,8146845,41118729573,60.08,59.9,6.62
Americas,Venezuela,1965,9824694,55387357767,63.09,53.1,6.37
Americas,Venezuela,1970,11587758,67317250051,65.8,48.1,5.4
Americas,Venezuela,1975,13360988,77833080427,67.9,41.7,4.67
Americas,Venezuela,1980,15343917,87831090370,69.3,35.2,4.2
Americas,Venezuela,1985,17508059,83824717711,70.89,29.6,3.79
Americas,Venezuela,1990,19861959,95263870747,72.5,24.7,3.45
Americas,Venezuela,1995,22188671,112851399251,72.7,22.1,3.08
Americas,Venezuela,2000,24481477,117147614566,73.8,18.5,2.82
Americas,Venezuela,2005,26769115,132887025220,74.6,15.9,2.63
Americas,Venezuela,2010,28995745,159404822025,74.9,14.3,2.47
Americas,Venezuela,2015,31108083,,74.8,12.9,2.34
Asia,Vietnam,1960,32670623,,58.52,75.6,6.35
Asia,Vietnam,1965,37860014,,61.32,60.7,6.48
Asia,Vietnam,1970,43407291,,58.78,56.4,6.47
Asia,Vietnam,1975,48729397,,60.54,51.8,5.97
Asia,Vietnam,1980,54372518,,66.49,46.8,5.05
Asia,Vietnam,1985,61049370,11889376650,67.77,42,4.21
Asia,Vietnam,1990,68209604,15017998194,69.3,36.6,3.56
Asia,Vietnam,1995,75198975,22276482694,70.6,30.9,2.68
Asia,Vietnam,2000,80285563,31172517272,72,26.1,1.98
Asia,Vietnam,2005,84203817,44769045610,73.3,22.6,1.9
Asia,Vietnam,2010,88357775,62832215474,74.5,19.8,1.82
Asia,Vietnam,2015,93447601,,75.4,17.3,1.7
Asia,West Bank and Gaza,1960,1069399,,50.82,,7.69
Asia,West Bank and Gaza,1965,1191509,,54.2,,8.06
Asia,West Bank and Gaza,1970,1124843,,57.97,,7.86
Asia,West Bank and Gaza,1975,1321677,,61.81,78,7.61
Asia,West Bank and Gaza,1980,1509484,,65.74,59.2,7.31
